sentence,label,label_idx
I'm sick is it because of the vaccine?,Can I get swollen lymph nodes from the vaccine?,135
It is true that people can get swollen lymph nodes from the vaccine?,Can I get swollen lymph nodes from the vaccine?,135
Will my lymph nodes swell after the vaccine?,Can I get swollen lymph nodes from the vaccine?,135
Do the vaccine get swollen lymph nodes from the vaccine?,Can I get swollen lymph nodes from the vaccine?,135
Is it possible that the immunization will result in swollen lymph nodes?,Can I get swollen lymph nodes from the vaccine?,135
Can the vaccination cause enlarged lymph nodes?,Can I get swollen lymph nodes from the vaccine?,135
Can the vaccine cause swollen lymph nodes?,Can I get swollen lymph nodes from the vaccine?,135
swollen lymph nodes is an effect of the vaccine?,Can I get swollen lymph nodes from the vaccine?,135
will the vaccine give me swollen nymph nodes,Can I get swollen lymph nodes from the vaccine?,135
Is there a chance that the vaccine will cause enlarged lymph nodes?,Can I get swollen lymph nodes from the vaccine?,135
Is there any way to get  swollen lymph nodes from the vaccine?,Can I get swollen lymph nodes from the vaccine?,135
there is any secondary reaction that affects the lymph nodes,Can I get swollen lymph nodes from the vaccine?,135
my lymph nodes may become swollen,Can I get swollen lymph nodes from the vaccine?,135
"I have multiple sclerosis, is the vaccine still safe",Can I get the vaccine if I have Multiple Sclerosis?,177
Is it safe for me to have the vaccine if I have MS?,Can I get the vaccine if I have Multiple Sclerosis?,177
I suffer from ms should I still get the vaccine?,Can I get the vaccine if I have Multiple Sclerosis?,177
is the virus safe for people that suffer from MS,Can I get the vaccine if I have Multiple Sclerosis?,177
"If I want the covid vaccines,  are there any multiple sclerosis I can have and still get it?",Can I get the vaccine if I have Multiple Sclerosis?,177
With my MS can I still get the vaccine?,Can I get the vaccine if I have Multiple Sclerosis?,177
"I have MS, is the vaccine safe?",Can I get the vaccine if I have Multiple Sclerosis?,177
"If I have MS, will I still be able to obtain the covid vaccine?",Can I get the vaccine if I have Multiple Sclerosis?,177
"If I suffer from MS, can I get vaccinated?",Can I get the vaccine if I have Multiple Sclerosis?,177
Am I able to get the vaccine if I have MS?,Can I get the vaccine if I have Multiple Sclerosis?,177
If I suffer form ms is it still alright for me the have the vaccine?,Can I get the vaccine if I have Multiple Sclerosis?,177
Which multiple sclerosis stop me from having the vaccine?,Can I get the vaccine if I have Multiple Sclerosis?,177
"I have MS and use an epi pen, can I still get the vaccine?",Can I get the vaccine if I have Multiple Sclerosis?,177
Will I have a reaction to the vaccine if I have multiple sclerosis?,Can I get the vaccine if I have Multiple Sclerosis?,177
"good morning, there has been a lot of rumor about vaccines and the danger regarding multiple sclerosis sufferers, how dangerous is this?",Can I get the vaccine if I have Multiple Sclerosis?,177
Is it possible to get the vaccine if I have multiple sclerosis?,Can I get the vaccine if I have Multiple Sclerosis?,177
Will ms prevent me from getting the vaccine?,Can I get the vaccine if I have Multiple Sclerosis?,177
Can those with multiple sclerosis still get the vaccine?,Can I get the vaccine if I have Multiple Sclerosis?,177
"I've heard that the vaccine is not recommended for people with severe ms, is that right?",Can I get the vaccine if I have Multiple Sclerosis?,177
Can I get the vaccine if I have Multiple Sclerosis?,Can I get the vaccine if I have Multiple Sclerosis?,177
What is the safety level of the vaccine for people with multiple sclerosis?,Can I get the vaccine if I have Multiple Sclerosis?,177
Are there any MS that mean a person cannot get vaccinated?,Can I get the vaccine if I have Multiple Sclerosis?,177
Can the vaccine be effected by my MS?,Can I get the vaccine if I have Multiple Sclerosis?,177
"If I suffer from any multiple sclerosis, is it safe to receive the vaccine?",Can I get the vaccine if I have Multiple Sclerosis?,177
Can I get the vaccine if I have MS?,Can I get the vaccine if I have Multiple Sclerosis?,177
"I've heard that the vaccine isn't recommended for people with severe multiple sclerosis, is that right?",Can I get the vaccine if I have Multiple Sclerosis?,177
Can I get the vaccine if I have allergies?,Can I get the vaccine if I have allergies?,37
What is the safety level of the vaccine for people with allergies?,Can I get the vaccine if I have allergies?,37
"I have allergies and use an epi pen, can I still get the vaccine?",Can I get the vaccine if I have allergies?,37
is the virus safe for people that suffer from allergy,Can I get the vaccine if I have allergies?,37
Can the vaccine be effected by my allergies?,Can I get the vaccine if I have allergies?,37
If I have various allergies is it safe to have the vaccine or could it send me into anaphylactic shock?,Can I get the vaccine if I have allergies?,37
